date_day,date_name,sex_name,geography_name,value_type_name,measures,measures_name,all_persons_aged_16_and_over,total_economically_active_aged_16_and_over,total_in_employment_aged_16_and_over,total_unemployed_aged_16_and_over,total_economically_inactive_aged_16_and_over,all_persons_aged_16_to_64,total_economically_active_aged_16_to_64,total_in_employment_aged_16_to_64,total_unemployed_aged_16_to_64,total_economically_inactive_aged_16_to_64
2017-10-01,Aug 2017-Oct 2017,Male,United Kingdom,Change on quarter,20100,number of people,41742,-56084,-42325,-13758,97826,16117,-66536,-53517,-13020,82653
2017-10-01,Aug 2017-Oct 2017,Male,United Kingdom,Change on year,20100,number of people,146979,-28713,78843,-107555,175692,53352,-11027,103515,-114541,64379
2017-10-01,Aug 2017-Oct 2017,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,68.7,65.7,4.4,31.3,,83.1,79.4,4.5,16.9
2017-10-01,Aug 2017-Oct 2017,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,-0.3,-0.1,0.3,,-0.4,-0.3,-0.1,0.4
2017-10-01,Aug 2017-Oct 2017,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-0.1,-0.6,0.5,,-0.3,0.3,-0.7,0.3
2017-10-01,Aug 2017-Oct 2017,Female,United Kingdom,Level,20100,number of people,26991575,15771715,15126868,644848,11219860,20715029,15302681,14665429,637251,5412348
2017-10-01,Aug 2017-Oct 2017,Female,United Kingdom,Change on quarter,20100,number of people,29984,-17550,3514,-21061,47534,7634,-25260,-6073,-19190,32894
2017-10-01,Aug 2017-Oct 2017,Female,United Kingdom,Change on year,20100,number of people,128500,138016,221471,-83457,-9516,47281,154019,236171,-82157,-106738
2017-10-01,Aug 2017-Oct 2017,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.4,56,4.1,41.6,,73.9,70.8,4.2,26.1
2017-10-01,Aug 2017-Oct 2017,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0,-0.1,0.1,,-0.1,-0.1,-0.1,0.1
2017-10-01,Aug 2017-Oct 2017,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.6,-0.6,-0.2,,0.6,1,-0.6,-0.6
2017-10-01,Aug 2017-Oct 2017,Total,United Kingdom,Level,20100,number of people,52810554,33516572,32094352,1422221,19293982,41180905,32316580,30916983,1399596,8864325
2017-10-01,Aug 2017-Oct 2017,Total,United Kingdom,Change on quarter,20100,number of people,71726,-73634,-38815,-34819,145360,23751,-91795,-59587,-32210,115546
2017-10-01,Aug 2017-Oct 2017,Total,United Kingdom,Change on year,20100,number of people,275479,109304,300317,-191012,166175,100633,142990,339686,-196698,-42357
2017-10-01,Aug 2017-Oct 2017,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.5,60.8,4.2,36.5,,78.5,75.1,4.3,21.5
2017-10-01,Aug 2017-Oct 2017,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,-0.2,-0.1,0.2,,-0.3,-0.2,-0.1,0.3
2017-10-01,Aug 2017-Oct 2017,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.3,-0.6,0.1,,0.2,0.6,-0.6,-0.2
2017-11-01,Sep 2017-Nov 2017,Male,London,Level,20100,number of people,3457130,2640347,2506271,134076,816783,3000079,2552263,2421430,130833,447816
2017-11-01,Sep 2017-Nov 2017,Male,London,Change on quarter,20100,number of people,14478,22369,391,21979,-7891,12140,12825,-6409,19233,-685
2017-11-01,Sep 2017-Nov 2017,Male,London,Change on year,20100,number of people,32650,29733,35206,-5473,2917,23757,23485,29415,-5930,272
2017-11-01,Sep 2017-Nov 2017,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,76.4,72.5,5.1,23.6,,85.1,80.7,5.1,14.9
2017-11-01,Sep 2017-Nov 2017,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,-0.3,0.8,-0.3,,0.1,-0.5,0.7,-0.1
2017-11-01,Sep 2017-Nov 2017,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.3,-0.3,-0.1,,0.1,0.3,-0.3,-0.1
2017-11-01,Sep 2017-Nov 2017,Female,London,Level,20100,number of people,3522339,2193374,2073989,119384,1328965,2965775,2128740,2014279,114461,837035
2017-11-01,Sep 2017-Nov 2017,Female,London,Change on quarter,20100,number of people,11570,-10233,-8728,-1506,21803,9357,-19307,-18333,-974,28664
2017-11-01,Sep 2017-Nov 2017,Female,London,Change on year,20100,number of people,25264,36575,47586,-11012,-11311,16012,28326,38628,-10301,-12314
2017-11-01,Sep 2017-Nov 2017,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,62.3,58.9,5.4,37.7,,71.8,67.9,5.4,28.2
2017-11-01,Sep 2017-Nov 2017,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-0.4,0,0.5,,-0.9,-0.8,0,0.9
2017-11-01,Sep 2017-Nov 2017,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,0.9,-0.6,-0.6,,0.6,0.9,-0.6,-0.6
2017-11-01,Sep 2017-Nov 2017,Total,London,Level,20100,number of people,6979469,4833721,4580261,253460,2145748,5965854,4681003,4435709,245294,1284851
2017-11-01,Sep 2017-Nov 2017,Total,London,Change on quarter,20100,number of people,26048,12136,-8336,20473,13912,21497,-6482,-24742,18260,27979
2017-11-01,Sep 2017-Nov 2017,Total,London,Change on year,20100,number of people,57914,66308,82793,-16485,-8394,39769,51811,68043,-16232,-12042
2017-11-01,Sep 2017-Nov 2017,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.3,65.6,5.2,30.7,,78.5,74.4,5.2,21.5
2017-11-01,Sep 2017-Nov 2017,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,-0.4,0.4,0.1,,-0.4,-0.7,0.4,0.4
2017-11-01,Sep 2017-Nov 2017,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.4,0.6,-0.4,-0.4,,0.3,0.6,-0.4,-0.3
2017-11-01,Sep 2017-Nov 2017,Male,United Kingdom,Level,20100,number of people,25832814,17850134,17080754,769381,7982680,20471169,17108462,16353838,754623,3362707
2017-11-01,Sep 2017-Nov 2017,Male,United Kingdom,Change on quarter,20100,number of people,41540,67436,78358,-10919,-25896,16073,57638,66836,-9198,-41565
2017-11-01,Sep 2017-Nov 2017,Male,United Kingdom,Change on year,20100,number of people,148949,80615,194297,-113682,68334,54281,83354,202189,-118837,-29073
2017-11-01,Sep 2017-Nov 2017,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.1,66.1,4.3,30.9,,83.6,79.9,4.4,16.4
2017-11-01,Sep 2017-Nov 2017,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.2,-0.1,-0.2,,0.2,0.3,-0.1,-0.2
2017-11-01,Sep 2017-Nov 2017,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.4,-0.7,0.1,,0.2,0.8,-0.7,-0.2
2017-11-01,Sep 2017-Nov 2017,Female,United Kingdom,Level,20100,number of people,27001594,15800181,15132068,668112,11201413,20717462,15337451,14677052,660398,5380011
2017-11-01,Sep 2017-Nov 2017,Female,United Kingdom,Change on quarter,20100,number of people,30149,26615,30530,-3916,3534,7728,29875,33549,-3671,-22147
2017-11-01,Sep 2017-Nov 2017,Female,United Kingdom,Change on year,20100,number of people,127498,160431,210934,-50506,-32933,45247,188125,238928,-50806,-142878
2017-11-01,Sep 2017-Nov 2017,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.5,56,4.2,41.5,,74,70.8,4.3,26
2017-11-01,Sep 2017-Nov 2017,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.1,0,0,,0.1,0.1,0,-0.1
2017-11-01,Sep 2017-Nov 2017,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0.5,-0.4,-0.3,,0.7,1,-0.4,-0.7
2017-11-01,Sep 2017-Nov 2017,Total,United Kingdom,Level,20100,number of people,52834408,33650317,32212822,1437493,19184091,41188631,32445915,31030890,1415026,8742716
2017-11-01,Sep 2017-Nov 2017,Total,United Kingdom,Change on quarter,20100,number of people,71689,94052,108887,-14835,-22363,23801,87517,100386,-12870,-63716
2017-11-01,Sep 2017-Nov 2017,Total,United Kingdom,Change on year,20100,number of people,276447,241047,405233,-164187,35400,99528,271481,441120,-169637,-171953
2017-11-01,Sep 2017-Nov 2017,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.7,61,4.3,36.3,,78.8,75.3,4.4,21.2
2017-11-01,Sep 2017-Nov 2017,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.1,-0.1,-0.1,,0.2,0.2,-0.1,-0.2
2017-11-01,Sep 2017-Nov 2017,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.5,-0.5,-0.1,,0.5,0.9,-0.6,-0.5
2017-12-01,Oct 2017-Dec 2017,Male,London,Level,20100,number of people,3462000,2633586,2505379,128207,828414,3004193,2546013,2421953,124060,458180
2017-12-01,Oct 2017-Dec 2017,Male,London,Change on quarter,20100,number of people,14557,30233,25568,4665,-15676,12230,26158,24223,1935,-13928
2017-12-01,Oct 2017-Dec 2017,Male,London,Change on year,20100,number of people,35784,25111,28621,-3509,10673,26873,20986,26396,-5410,5887
2017-12-01,Oct 2017-Dec 2017,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,76.1,72.4,4.9,23.9,,84.7,80.6,4.9,15.3
2017-12-01,Oct 2017-Dec 2017,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,0.4,0.1,-0.6,,0.5,0.5,0,-0.5
2017-12-01,Oct 2017-Dec 2017,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.1,-0.2,0.1,,-0.1,0.2,-0.3,0.1
2017-12-01,Oct 2017-Dec 2017,Female,London,Level,20100,number of people,3526170,2196186,2082344,113842,1329984,2968873,2136319,2020775,115544,832554
2017-12-01,Oct 2017-Dec 2017,Female,London,Change on quarter,20100,number of people,11613,2489,588,1901,9124,9355,5765,-1437,7201,3590
2017-12-01,Oct 2017-Dec 2017,Female,London,Change on year,20100,number of people,27866,35902,56276,-20374,-8036,18659,35604,54221,-18617,-16945
2017-12-01,Oct 2017-Dec 2017,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,62.3,59.1,5.2,37.7,,72,68.1,5.4,28
2017-12-01,Oct 2017-Dec 2017,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,-0.2,0.1,0.1,,0,-0.3,0.3,0
2017-12-01,Oct 2017-Dec 2017,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,1.1,-1,-0.5,,0.8,1.4,-1,-0.8
2017-12-01,Oct 2017-Dec 2017,Total,London,Level,20100,number of people,6988170,4829772,4587723,242048,2158398,5973066,4682332,4442728,239604,1290734
2017-12-01,Oct 2017-Dec 2017,Total,London,Change on quarter,20100,number of people,26170,32722,26156,6565,-6552,21585,31923,22786,9137,-10338
2017-12-01,Oct 2017-Dec 2017,Total,London,Change on year,20100,number of people,63650,61013,84896,-23884,2637,45532,56590,80617,-24027,-11058
2017-12-01,Oct 2017-Dec 2017,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.1,65.6,5,30.9,,78.4,74.4,5.1,21.6
2017-12-01,Oct 2017-Dec 2017,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.1,0.1,-0.2,,0.3,0.1,0.2,-0.3
2017-12-01,Oct 2017-Dec 2017,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.6,-0.6,-0.2,,0.4,0.8,-0.6,-0.4
2017-12-01,Oct 2017-Dec 2017,Male,United Kingdom,Level,20100,number of people,25846726,17812787,17034514,778272,8033939,20476484,17068386,16306406,761980,3408098
2017-12-01,Oct 2017-Dec 2017,Male,United Kingdom,Change on quarter,20100,number of people,41753,64671,56133,8538,-22918,16047,57436,51806,5633,-41389
2017-12-01,Oct 2017-Dec 2017,Male,United Kingdom,Change on year,20100,number of people,150816,39499,133848,-94348,111317,55352,23504,125395,-101891,31848
2017-12-01,Oct 2017-Dec 2017,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,68.9,65.9,4.4,31.1,,83.4,79.6,4.5,16.6
2017-12-01,Oct 2017-Dec 2017,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.1,0,-0.1,,0.2,0.2,0,-0.2
2017-12-01,Oct 2017-Dec 2017,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,0.1,-0.5,0.3,,-0.1,0.4,-0.6,0.1
2017-12-01,Oct 2017-Dec 2017,Female,United Kingdom,Level,20100,number of people,27011487,15803903,15119102,684802,11207584,20720065,15343008,14663247,679759,5377057
2017-12-01,Oct 2017-Dec 2017,Female,United Kingdom,Change on quarter,20100,number of people,29568,59825,34340,25486,-30257,7314,64208,35111,29092,-56894
2017-12-01,Oct 2017-Dec 2017,Female,United Kingdom,Change on year,20100,number of people,126365,146769,174654,-27884,-20404,43292,174961,199145,-24185,-131669
2017-12-01,Oct 2017-Dec 2017,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.5,56,4.3,41.5,,74,70.8,4.4,26
2017-12-01,Oct 2017-Dec 2017,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.1,0.1,-0.2,,0.3,0.1,0.2,-0.3
2017-12-01,Oct 2017-Dec 2017,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0.4,-0.2,-0.3,,0.7,0.8,-0.2,-0.7
2017-12-01,Oct 2017-Dec 2017,Total,United Kingdom,Level,20100,number of people,52858213,33616692,32153620,1463071,19241521,41196549,32411393,30969655,1441739,8785156
2017-12-01,Oct 2017-Dec 2017,Total,United Kingdom,Change on quarter,20100,number of people,71321,124499,90479,34022,-53178,23361,121642,86918,34725,-98281
2017-12-01,Oct 2017-Dec 2017,Total,United Kingdom,Change on year,20100,number of people,277181,186271,308505,-122236,90910,98644,198463,324541,-126078,-99819
2017-12-01,Oct 2017-Dec 2017,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.6,60.8,4.4,36.4,,78.7,75.2,4.4,21.3
